VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2018-01-01 00:50:01,2018-01-01 01:10:36,3,2.10,1,N,113,170,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2018-01-01 00:19:28,2018-01-01 00:48:40,1,8.60,1,N,114,116,1,29,0.5,0.5,5,0,0.3,35.3
1,2018-01-01 00:12:46,2018-01-01 00:53:07,2,4.70,1,N,141,158,1,26,0.5,0.5,5.45,0,0.3,32.75
1,2018-01-01 00:57:52,2018-01-01 01:20:19,4,3.00,1,N,158,50,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2018-01-01 00:20:32,2018-01-01 00:33:35,1,2.34,1,N,244,166,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:36:10,2018-01-01 00:43:20,1,1.28,1,N,42,116,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:45:54,2018-01-01 00:55:01,1,1.52,1,N,116,41,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:10:57,2018-01-01 00:15:41,6,.91,1,N,186,234,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-01-01 00:23:02,2018-01-01 00:49:39,6,3.82,1,N,114,237,2,18.5,0.5,0.5,0,0,0.3,19.8
2,2018-01-01 00:57:18,2018-01-01 01:14:30,6,1.39,1,N,170,90,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-01-01 00:05:58,2018-01-01 00:11:05,2,1.60,1,N,161,263,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:13:43,2018-01-01 00:27:05,2,1.90,1,N,262,237,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2018-01-01 00:34:33,2018-01-01 00:42:04,4,1.30,1,N,43,233,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:54:47,2018-01-01 00:59:22,3,1.40,1,N,237,75,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018-01-01 00:24:17,2018-01-01 00:35:18,1,1.72,1,N,114,87,1,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:38:11,2018-01-01 00:50:11,1,1.81,1,N,87,114,1,9.5,0.5,0.5,1,0,0.3,11.8
2,2018-01-01 00:51:21,2018-01-01 01:20:43,1,4.68,1,N,114,263,1,20,0.5,0.5,4.26,0,0.3,25.56
1,2018-01-01 00:49:16,2018-01-01 01:01:47,2,.90,1,N,164,234,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:20:56,2018-01-01 00:33:38,2,6.92,1,N,260,92,1,20.5,0.5,0.5,10,0,0.3,31.8
2,2018-01-01 00:58:28,2018-01-01 01:07:24,2,1.68,1,N,70,260,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:08:15,2018-01-01 00:15:42,1,1.09,1,N,114,158,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:29:24,2018-01-01 00:32:03,1,.32,1,N,249,68,1,3.5,0.5,0.5,0.96,0,0.3,5.76
2,2018-01-01 00:39:33,2018-01-01 00:58:05,1,2.65,1,N,246,148,1,13.5,0.5,0.5,2.22,0,0.3,17.02
1,2018-01-01 00:17:37,2018-01-01 01:01:12,1,4.70,1,N,237,125,1,27.5,0.5,0.5,2,0,0.3,30.8
1,2018-01-01 00:05:44,2018-01-01 00:10:18,1,.60,1,N,79,4,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:21:28,2018-01-01 00:26:27,3,.60,1,N,107,113,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2018-01-01 00:44:16,2018-01-01 00:48:52,1,.70,1,N,234,170,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:53:43,2018-01-01 00:59:37,3,1.20,1,N,137,229,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-01-01 00:15:30,2018-01-01 00:20:19,1,.83,1,N,79,224,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:24:23,2018-01-01 00:48:24,1,4.44,1,N,4,225,1,19,0.5,0.5,6.09,0,0.3,26.39
1,2018-01-01 00:05:01,2018-01-01 00:28:29,1,3.50,1,N,144,237,2,16.5,0.5,0.5,0,0,0.3,17.8
1,2018-01-01 00:36:47,2018-01-01 00:40:55,2,.70,1,N,229,162,1,5,0.5,0.5,1.25,0,0.3,7.55
2,2018-01-01 00:33:40,2018-01-01 00:46:01,2,2.23,1,N,152,75,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-01-01 00:56:04,2018-01-01 01:14:00,2,3.35,1,N,237,238,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:12:34,2018-01-01 00:25:31,2,.52,1,N,50,48,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:26:52,2018-01-01 00:50:19,3,4.91,1,N,48,231,1,19.5,0.5,0.5,8.32,0,0.3,29.12
2,2018-01-01 00:55:18,2018-01-01 01:32:55,2,10.98,1,N,88,116,2,37,0.5,0.5,0,0,0.3,38.3
1,2018-01-01 00:10:40,2018-01-01 00:18:19,1,1.20,1,N,43,141,1,7,0.5,0.5,2.05,0,0.3,10.35
1,2018-01-01 00:33:04,2018-01-01 00:37:43,1,.50,1,N,236,237,1,5,0.5,0.5,1.25,0,0.3,7.55
1,2018-01-01 00:42:22,2018-01-01 00:59:37,2,5.80,1,N,236,148,1,19.5,0.5,0.5,4.15,0,0.3,24.95
2,2018-01-01 00:22:12,2018-01-01 00:27:00,1,.61,1,N,163,162,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:47:16,2018-01-01 00:55:37,1,1.72,1,N,236,162,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:15:17,2018-01-01 00:27:46,1,4.10,1,N,163,260,2,14,0.5,0.5,0,0,0.3,15.3
2,2018-01-01 00:51:48,2018-01-01 00:59:09,1,.53,1,N,43,161,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:07:06,2018-01-01 00:24:18,1,1.20,1,N,68,170,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:24:10,2018-01-01 00:36:24,1,1.68,1,N,107,229,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-01-01 00:37:30,2018-01-01 01:07:46,1,5.17,1,N,229,158,1,23,0.5,0.5,4.86,0,0.3,29.16
2,2018-01-01 00:14:51,2018-01-01 00:18:25,1,.85,1,N,229,170,1,5,0.5,0.5,1,0,0.3,7.3
2,2018-01-01 00:19:30,2018-01-01 00:21:31,1,.49,1,N,170,137,1,3.5,0.5,0.5,0.48,0,0.3,5.28
2,2018-01-01 00:21:56,2018-01-01 00:23:43,2,.35,1,N,137,170,1,3.5,0.5,0.5,0.96,0,0.3,5.76
2,2018-01-01 00:44:00,2018-01-01 00:48:16,1,.70,1,N,161,43,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2018-01-01 00:20:11,2018-01-01 00:29:36,1,2.10,1,N,161,262,1,9,0.5,0.5,5,0,0.3,15.3
1,2018-01-01 00:46:04,2018-01-01 01:00:02,2,3.00,1,N,237,238,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2018-01-01 00:38:35,2018-01-01 00:53:32,6,2.26,1,N,148,158,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-01-01 00:56:15,2018-01-01 01:28:18,6,4.95,1,N,158,256,1,21.5,0.5,0.5,6.84,0,0.3,29.64
2,2018-01-01 00:12:10,2018-01-01 00:14:30,5,.58,1,N,238,238,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-01-01 00:18:15,2018-01-01 00:24:34,5,1.24,1,N,239,238,1,7,0.5,0.5,1,0,0.3,9.3
2,2018-01-01 00:25:26,2018-01-01 00:30:27,5,1.02,1,N,238,24,1,6,0.5,0.5,1.1,0,0.3,8.4
2,2018-01-01 00:31:39,2018-01-01 00:34:35,5,1.00,1,N,151,238,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:44:29,2018-01-01 00:49:46,5,1.40,1,N,239,48,1,6.5,0.5,0.5,2,0,0.3,9.8
2,2018-01-01 00:54:20,2018-01-01 01:11:02,5,2.67,1,N,48,238,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:24:14,2018-01-01 00:27:41,1,.44,1,N,161,237,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-01-01 00:30:05,2018-01-01 01:01:55,1,2.88,1,N,43,246,2,20,0.5,0.5,0,0,0.3,21.3
1,2018-01-01 00:19:20,2018-01-01 00:32:40,1,6.70,1,N,142,244,1,20.5,0.5,0.5,5.45,0,0.3,27.25
1,2018-01-01 00:52:16,2018-01-01 00:58:18,1,.90,1,N,142,142,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:59:40,2018-01-01 01:17:28,1,1.60,1,N,142,48,1,12,0.5,0.5,2.65,0,0.3,15.95
2,2018-01-01 00:27:51,2018-01-01 00:43:32,1,1.97,1,N,79,234,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-01-01 00:49:43,2018-01-01 00:57:02,1,.80,1,N,234,113,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:09:33,2018-01-01 00:21:11,4,.50,1,N,48,48,2,8,0.5,0.5,0,0,0.3,9.3
1,2018-01-01 00:22:33,2018-01-01 00:34:42,4,1.30,1,N,48,48,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-01-01 00:48:04,2018-01-01 00:59:12,3,1.40,1,N,239,48,1,9,0.5,0.5,3.09,0,0.3,13.39
1,2018-01-01 00:59:56,2018-01-01 01:26:17,2,2.20,1,N,48,164,3,16.5,0.5,0.5,0,0,0.3,17.8
1,2018-01-01 00:29:57,2018-01-01 00:40:04,2,1.60,1,N,68,107,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2018-01-01 00:54:02,2018-01-01 00:58:16,2,.50,1,N,137,170,4,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-01-01 00:19:45,2018-01-01 00:36:29,5,2.88,1,N,256,36,1,13,0.5,0.5,3.58,0,0.3,17.88
2,2018-01-01 00:42:00,2018-01-01 00:55:03,5,2.44,1,N,36,256,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:56:37,2018-01-01 01:06:20,3,2.28,1,N,256,79,2,10,0.5,0.5,0,0,0.3,11.3
1,2018-01-01 00:16:11,2018-01-01 00:16:47,1,.00,1,N,146,146,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2018-01-01 00:21:47,2018-01-01 00:26:06,1,1.00,1,N,229,137,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-01-01 00:28:28,2018-01-01 00:48:47,1,4.40,1,N,170,142,2,17,0.5,0.5,0,0,0.3,18.3
1,2018-01-01 00:49:50,2018-01-01 00:53:51,1,.70,1,N,142,239,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:59:25,2018-01-01 01:14:28,1,1.50,1,N,142,229,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,2018-01-01 00:10:34,2018-01-01 00:25:11,1,.98,1,N,68,186,2,10,0.5,0.5,0,0,0.3,11.3
2,2018-01-01 00:36:22,2018-01-01 01:13:26,1,3.63,1,N,164,143,1,23.5,0.5,0.5,2.5,0,0.3,27.3
2,2018-01-01 00:21:00,2018-01-01 00:35:24,5,3.38,1,N,234,140,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2018-01-01 00:38:43,2018-01-01 00:41:43,5,1.02,1,N,140,262,1,5,0.5,0.5,1.58,0,0.3,7.88
2,2018-01-01 00:42:35,2018-01-01 00:44:59,5,.62,1,N,262,262,2,4,0.5,0.5,0,0,0.3,5.3
2,2018-01-01 00:50:51,2018-01-01 00:59:56,4,2.44,1,N,262,74,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2018-01-01 00:10:36,2018-01-01 00:32:09,2,5.30,1,N,79,238,1,19,0.5,0.5,4.05,0,0.3,24.35
1,2018-01-01 00:34:44,2018-01-01 00:46:04,2,2.20,1,N,238,75,2,10,0.5,0.5,0,0,0.3,11.3
1,2018-01-01 00:54:49,2018-01-01 01:06:51,2,2.80,1,N,141,48,1,11,0.5,0.5,1,0,0.3,13.3
2,2018-01-01 00:10:49,2018-01-01 00:16:06,1,.82,1,N,236,262,1,5.5,0.5,0.5,2.2,0,0.3,9
2,2018-01-01 00:22:11,2018-01-01 00:25:10,2,1.05,1,N,263,140,1,5,0.5,0.5,0.94,0,0.3,7.24
2,2018-01-01 00:28:31,2018-01-01 01:10:58,1,4.19,1,N,262,68,1,26,0.5,0.5,0,0,0.3,27.3
2,2018-01-01 00:30:30,2018-01-01 01:10:19,2,8.23,1,N,186,61,2,31,0.5,0.5,0,0,0.3,32.3
1,2018-01-01 00:02:26,2018-01-01 00:19:26,4,4.50,1,N,232,140,2,16,0.5,0.5,0,0,0.3,17.3
1,2018-01-01 00:22:08,2018-01-01 00:37:16,3,3.40,1,N,141,24,1,13.5,0.5,0.5,1.48,0,0.3,16.28
1,2018-01-01 00:40:21,2018-01-01 00:46:11,1,1.00,1,N,24,166,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:50:16,2018-01-01 00:57:47,1,1.40,1,N,166,116,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:14:38,2018-01-01 01:01:08,5,11.70,1,N,87,146,1,39.5,0.5,0.5,10.2,0,0.3,51
2,2018-01-01 01:02:28,2018-01-01 01:23:31,1,8.06,1,N,236,127,1,25,0.5,0.5,5.26,0,0.3,31.56
2,2018-01-01 01:46:03,2018-01-01 02:08:22,1,3.22,1,N,24,141,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2018-01-01 00:25:01,2018-01-01 00:33:43,2,.64,1,N,161,162,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:43:04,2018-01-01 01:00:29,4,2.12,1,N,161,143,1,12.5,0.5,0.5,2.76,0,0.3,16.56
1,2018-01-01 00:05:09,2018-01-01 00:11:53,1,1.10,1,N,231,144,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:17:55,2018-01-01 00:29:26,1,1.70,1,N,79,107,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2018-01-01 00:38:57,2018-01-01 00:48:13,1,.90,1,N,137,161,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:40:26,2018-01-01 00:48:14,1,.50,1,N,249,68,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-01-01 00:50:21,2018-01-01 00:58:45,1,1.10,1,N,68,68,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:11:25,2018-01-01 00:18:09,2,1.30,1,N,211,87,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-01-01 00:23:41,2018-01-01 00:49:15,2,10.80,1,N,231,42,1,32.5,0.5,0.5,6.75,0,0.3,40.55
2,2018-01-01 00:25:17,2018-01-01 00:30:04,5,1.26,1,N,142,238,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:32:52,2018-01-01 00:41:17,4,2.18,1,N,239,166,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018-01-01 00:42:23,2018-01-01 00:49:37,5,1.38,1,N,166,116,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:57:55,2018-01-01 01:03:57,4,.81,1,N,166,41,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:17:02,2018-01-01 00:20:04,3,.53,1,N,113,79,2,4,0.5,0.5,0,0,0.3,5.3
2,2018-01-01 00:23:25,2018-01-01 00:32:11,4,1.00,1,N,114,148,1,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:35:38,2018-01-01 00:57:48,3,4.27,1,N,148,48,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2018-01-01 00:43:37,2018-01-01 00:50:24,5,.85,1,N,234,107,1,6,0.5,0.5,1.82,0,0.3,9.12
2,2018-01-01 00:54:58,2018-01-01 01:06:12,5,1.32,1,N,107,249,1,9,0.5,0.5,2.06,0,0.3,12.36
1,2018-01-01 00:17:02,2018-01-01 00:54:30,2,1.80,1,N,43,164,2,22,0.5,0.5,0,0,0.3,23.3
1,2018-01-01 00:12:56,2018-01-01 00:25:00,1,2.30,1,N,236,170,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,2018-01-01 00:38:56,2018-01-01 00:46:31,1,2.00,1,N,233,236,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2018-01-01 00:53:03,2018-01-01 00:56:05,1,.50,1,N,237,237,2,4,0.5,0.5,0,0,0.3,5.3
1,2018-01-01 00:58:26,2018-01-01 01:22:56,1,2.90,1,N,237,90,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2018-01-01 00:56:46,2018-01-01 00:58:26,1,.20,1,N,141,141,2,3,0.5,0.5,0,0,0.3,4.3
1,2018-01-01 00:19:29,2018-01-01 00:31:26,4,1.20,1,N,137,234,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2018-01-01 00:32:44,2018-01-01 00:54:29,2,2.90,1,N,234,48,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2018-01-01 00:59:39,2018-01-01 01:09:16,4,1.80,1,N,48,239,1,8.5,0.5,0.5,1.8,0,0.3,11.6
2,2018-01-01 00:20:04,2018-01-01 00:23:27,1,.88,1,N,143,239,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:27:18,2018-01-01 00:46:07,1,4.48,1,N,238,249,1,17,0.5,0.5,4.58,0,0.3,22.88
2,2018-01-01 00:48:08,2018-01-01 01:14:06,1,4.41,1,N,249,256,1,20,0.5,0.5,4.26,0,0.3,25.56
2,2018-01-01 00:19:30,2018-01-01 00:27:36,1,1.16,1,N,264,264,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:29:22,2018-01-01 00:48:55,1,2.41,1,N,264,264,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2018-01-01 00:53:22,2018-01-01 01:03:07,1,1.39,1,N,264,264,1,8,0.5,0.5,2.32,0,0.3,11.62
1,2018-01-01 00:08:06,2018-01-01 00:17:26,1,1.50,1,N,114,87,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-01-01 00:19:19,2018-01-01 00:39:34,1,3.10,1,N,261,107,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2018-01-01 00:55:35,2018-01-01 01:39:00,1,9.40,1,N,79,244,2,36,0.5,0.5,0,0,0.3,37.3
1,2018-01-01 00:12:33,2018-01-01 00:27:27,4,2.10,1,N,79,246,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-01-01 00:41:35,2018-01-01 00:57:44,2,1.60,1,N,90,233,1,11,0.5,0.5,1.75,0,0.3,14.05
1,2018-01-01 00:59:43,2018-01-01 01:16:16,1,3.00,1,N,233,146,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:34:16,2018-01-01 00:41:35,1,1.27,1,N,170,229,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:43:31,2018-01-01 00:48:41,1,.84,1,N,229,170,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2018-01-01 00:09:42,2018-01-01 00:17:11,1,2.78,1,N,229,75,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-01-01 00:18:10,2018-01-01 00:25:22,2,1.88,1,N,75,168,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:31:06,2018-01-01 00:38:42,1,1.42,1,N,74,42,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:44:13,2018-01-01 00:49:06,1,.91,1,N,41,24,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2018-01-01 00:55:51,2018-01-01 01:14:42,1,7.60,1,N,239,243,2,24,0.5,0.5,0,0,0.3,25.3
1,2018-01-01 00:12:10,2018-01-01 00:27:21,2,2.20,1,N,141,170,1,11,0.5,0.5,3,0,0.3,15.3
1,2018-01-01 00:31:37,2018-01-01 00:47:27,1,.70,1,N,164,170,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,2018-01-01 00:50:52,2018-01-01 00:58:45,2,1.00,1,N,164,233,1,7,0.5,0.5,1,0,0.3,9.3
2,2018-01-01 00:21:18,2018-01-01 00:31:58,1,2.08,1,N,234,231,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-01-01 00:38:24,2018-01-01 01:03:07,1,6.17,1,N,211,61,1,22,0.5,0.5,4.66,0,0.3,27.96
2,2018-01-01 00:33:40,2018-01-01 00:36:52,1,1.03,1,N,238,151,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2018-01-01 00:40:09,2018-01-01 00:50:37,1,2.32,1,N,43,237,1,10,0.5,0.5,1.6,0,0.3,12.9
2,2018-01-01 01:06:07,2018-01-01 01:29:02,1,3.11,1,N,161,148,2,16,0.5,0.5,0,0,0.3,17.3
1,2018-01-01 00:07:00,2018-01-01 00:14:05,1,1.40,1,N,236,237,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2018-01-01 00:20:27,2018-01-01 00:37:08,4,.80,1,N,43,161,2,11,0.5,0.5,0,0,0.3,12.3
1,2018-01-01 00:39:21,2018-01-01 00:58:19,4,2.00,1,N,161,137,1,13,0.5,0.5,3.55,0,0.3,17.85
2,2018-01-01 00:33:03,2018-01-01 00:49:08,2,2.91,1,N,231,137,2,13,0.5,0.5,0,0,0.3,14.3
2,2018-01-01 00:50:41,2018-01-01 00:52:41,2,.68,1,N,137,233,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2018-01-01 00:32:42,2018-01-01 00:45:20,2,1.80,1,N,79,170,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2018-01-01 00:51:23,2018-01-01 01:09:48,1,.30,1,N,170,170,1,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-01-01 00:03:18,2018-01-01 00:31:30,1,8.30,1,N,264,264,2,27.5,0.5,0.5,0,0,0.3,28.8
2,2018-01-01 00:35:18,2018-01-01 00:41:41,1,1.54,1,N,264,264,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:49:31,2018-01-01 01:01:06,1,3.43,1,N,264,264,1,12,0.5,0.5,3.32,0,0.3,16.62
2,2018-01-01 00:13:40,2018-01-01 00:36:38,1,3.72,1,N,249,255,1,18,0.5,0.5,3.86,0,0.3,23.16
2,2018-01-01 00:38:24,2018-01-01 00:41:52,1,.63,1,N,255,80,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-01-01 00:52:14,2018-01-01 01:04:22,1,2.90,1,N,80,198,1,11,0.5,0.5,3.69,0,0.3,15.99
2,2018-01-01 00:04:09,2018-01-01 00:15:41,2,1.77,1,N,170,249,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018-01-01 00:18:14,2018-01-01 00:26:22,2,1.17,1,N,249,107,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:29:03,2018-01-01 00:57:28,2,5.41,1,N,234,41,1,21.5,0.5,0.5,0,0,0.3,22.8
2,2018-01-01 00:13:13,2018-01-01 00:19:24,6,1.30,1,N,42,247,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-01-01 00:34:08,2018-01-01 00:45:04,6,1.59,1,N,41,42,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:47:25,2018-01-01 00:55:17,6,1.89,1,N,42,168,2,8,0.5,0.5,0,0,0.3,9.3
1,2018-01-01 00:22:59,2018-01-01 00:37:31,1,7.60,1,N,264,264,1,22,0.5,0.5,1,0,0.3,24.3
1,2018-01-01 00:50:31,2018-01-01 01:00:51,1,1.10,1,N,164,137,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2018-01-01 00:34:34,2018-01-01 00:44:40,1,.98,1,N,68,50,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018-01-01 00:09:23,2018-01-01 00:35:38,4,1.30,1,N,163,164,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2018-01-01 00:51:18,2018-01-01 01:01:50,2,1.30,1,N,229,170,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-01-01 00:21:38,2018-01-01 00:32:35,1,1.60,1,N,162,107,1,8.5,0.5,0.5,1,0,0.3,10.8
1,2018-01-01 00:33:33,2018-01-01 00:43:14,1,.80,1,N,107,170,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2018-01-01 00:04:14,2018-01-01 00:17:13,1,6.91,1,N,138,80,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,2018-01-01 00:48:02,2018-01-01 01:06:37,1,11.02,1,N,138,132,2,30.5,0.5,0.5,0,0,0.3,31.8
2,2018-01-01 00:12:12,2018-01-01 00:23:33,4,.56,1,N,164,170,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2018-01-01 00:20:51,2018-01-01 00:33:03,1,2.10,1,N,142,262,1,10.5,0.5,0.5,2.35,0,0.3,14.15
1,2018-01-01 00:37:10,2018-01-01 00:38:41,1,.60,1,N,75,74,2,4,0.5,0.5,0,0,0.3,5.3
1,2018-01-01 00:43:54,2018-01-01 01:12:27,1,5.10,1,N,75,68,1,21.5,0.5,0.5,4.55,0,0.3,27.35
1,2018-01-01 00:17:33,2018-01-01 00:24:07,1,1.10,1,N,148,211,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:35:54,2018-01-01 00:44:36,1,1.70,1,N,148,249,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2018-01-01 00:46:51,2018-01-01 00:51:09,1,.60,1,N,68,249,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:54:58,2018-01-01 01:14:29,1,3.10,1,N,249,229,1,14.5,0.5,0.5,3.15,0,0.3,18.95
2,2018-01-01 00:11:01,2018-01-01 00:30:17,1,3.11,1,N,142,158,2,15,0.5,0.5,0,0,0.3,16.3
2,2018-01-01 00:39:44,2018-01-01 01:00:24,1,3.04,1,N,68,87,2,15,0.5,0.5,0,0,0.3,16.3
1,2018-01-01 00:32:39,2018-01-01 01:00:56,2,4.60,1,N,68,4,1,20,0.5,0.5,4.25,0,0.3,25.55
1,2018-01-01 00:10:55,2018-01-01 00:34:03,3,5.40,1,N,237,116,2,20,0.5,0.5,0,0,0.3,21.3
1,2018-01-01 00:36:21,2018-01-01 01:24:40,1,11.30,1,N,116,7,2,41.5,0.5,0.5,0,0,0.3,42.8
2,2018-01-01 00:24:10,2018-01-01 00:43:44,4,.71,1,N,170,164,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:50:13,2018-01-01 01:04:18,3,.69,1,N,170,186,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:05:34,2018-01-01 00:13:53,1,1.10,1,N,234,170,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2018-01-01 00:22:36,2018-01-01 00:31:04,1,2.18,1,N,229,236,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018-01-01 00:33:11,2018-01-01 00:36:46,1,1.09,1,N,236,75,1,5,0.5,0.5,1,0,0.3,7.3
2,2018-01-01 00:42:21,2018-01-01 01:13:28,1,3.95,1,N,236,90,1,20.5,0.5,0.5,4,0,0.3,25.8
1,2018-01-01 00:20:45,2018-01-01 00:43:53,1,3.40,1,N,143,229,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2018-01-01 00:46:52,2018-01-01 01:16:35,1,6.40,1,N,229,173,1,24.5,0.5,0.5,0,0,0.3,25.8
